用户id,最后一周登录天数,最后一周登录次数,最后一周0.8点登录次数,最后一周8.18点登录次数,最后一周18.24点登录次数,注册至今距离天数,是否付费
1000119927,2,12,6,3,3,21,0
1000119928,4,18,8,8,2,8,0
1000119929,6,13,2,3,8,27,0
1000119930,3,12,1,9,2,15,0
1000119931,2,20,6,9,5,28,0
1000119932,4,14,1,9,4,23,0
1000119933,1,20,3,8,9,9,0
1000119934,1,10,6,3,1,15,0
1000119935,1,10,2,5,3,18,0
1000119936,6,13,2,4,7,7,0
1000119937,6,15,1,6,8,24,0
1000119938,5,15,1,5,9,10,0
1000119939,2,17,9,6,2,6,0
1000119940,6,17,9,5,3,27,0
1000119941,3,15,5,1,9,8,0
1000119942,3,12,4,3,5,21,0
1000119943,1,17,2,6,9,23,0
1000119944,1,11,2,5,4,21,0
1000119945,6,19,6,4,9,11,0
1000119946,2,18,3,7,8,10,0
1000119947,3,9,5,3,1,17,0
1000119948,3,15,8,5,2,11,0
1000119949,1,13,1,4,8,30,0
1000119950,2,16,4,9,3,19,0
1000119951,5,10,1,5,4,4,0
1000119952,6,5,2,1,2,1,0
1000119953,4,15,8,1,6,26,0
1000119954,2,17,2,7,8,30,0
1000119955,4,7,1,4,2,17,0
1000119956,4,12,4,4,4,19,0
1000119957,2,13,3,2,8,3,0
1000119958,2,11,1,3,7,3,0
1000119959,1,6,2,2,2,6,0
1000119960,4,7,4,1,2,8,0
1000119961,4,16,5,3,8,17,0
1000119962,6,18,7,2,9,8,0
1000119963,5,14,6,2,6,24,0
1000119964,2,23,9,6,8,10,0
1000119965,3,17,7,8,2,4,0
1000119966,1,20,6,9,5,29,0
1000119967,4,10,6,3,1,26,0
1000119968,4,14,5,4,5,13,0
1000119969,1,9,1,6,2,25,0
1000119970,1,7,1,3,3,17,0
1000119971,6,14,5,2,7,19,0
1000119972,5,9,1,3,5,26,0
1000119973,1,13,7,2,4,27,0
1000119974,2,12,7,4,1,27,0
1000119975,1,11,4,4,3,13,0
1000119976,6,15,2,9,4,5,0
1000119977,3,17,8,1,8,29,0
1000119978,2,17,8,6,3,19,0
1000119979,4,3,1,1,1,8,0
1000119980,6,20,7,6,7,22,0
1000119981,6,14,2,4,8,23,0
1000119982,3,11,1,2,8,24,0
1000119983,6,16,9,3,4,16,0
1000119984,1,8,2,4,2,20,0
1000119985,3,12,4,6,2,16,0
1000119986,3,12,7,3,2,12,0
1000119987,3,16,9,5,2,6,0
1000119988,2,15,2,4,9,20,0
1000119989,2,14,6,2,6,12,0
1000119990,2,11,1,7,3,15,0
1000119991,6,18,1,9,8,13,0
1000119992,6,13,3,2,8,1,0
1000119993,4,17,1,9,7,19,0
1000119994,2,24,9,9,6,11,0
1000119995,4,18,7,8,3,1,0
1000119996,4,15,8,1,6,22,0
1000119997,1,16,7,6,3,23,0
1000119998,4,8,1,4,3,23,0
1000119999,2,15,7,5,3,24,0
1000120000,3,16,5,4,7,4,0
1000120001,3,23,7,7,9,25,0
1000120002,6,22,9,7,6,22,0
1000120003,1,14,8,2,4,27,0
1000120004,2,15,1,8,6,6,0
1000120005,5,12,1,5,6,18,0
1000120006,4,20,8,8,4,19,0
1000120007,2,12,2,7,3,17,0
1000120008,5,13,2,7,4,8,0
1000120009,6,19,1,9,9,28,0
1000120010,4,8,3,4,1,9,0
1000120011,2,17,8,5,4,11,0
1000120012,3,15,3,7,5,3,0
1000120013,4,8,2,5,1,15,0
1000120014,3,9,5,3,1,8,0
1000120015,6,14,8,4,2,25,0
1000120016,4,14,4,6,4,2,0
1000120017,1,17,1,8,8,23,0
1000120018,2,17,8,5,4,14,0
1000120019,2,9,2,4,3,27,0
1000120020,2,11,3,1,7,12,0
1000120021,1,11,1,5,5,24,0
1000120022,6,22,7,9,6,30,0
1000120023,5,18,7,7,4,19,0
1000120024,2,14,5,7,2,20,0
1000120025,6,16,5,3,8,20,0
1000120026,5,19,9,1,9,22,0
1000120027,6,14,2,3,9,25,0
1000120028,4,19,3,9,7,30,0
1000120029,1,19,5,7,7,25,0
1000120030,5,14,6,2,6,13,0
1000120031,1,11,5,4,2,1,0
1000120032,1,19,9,3,7,4,0
1000120033,3,12,9,1,2,20,0
1000120034,6,13,7,2,4,4,0
1000120035,4,21,4,8,9,10,0
1000120036,4,18,5,5,8,11,0
1000120037,5,17,8,1,8,25,0
1000120038,5,12,1,5,6,8,0
1000120039,2,15,5,3,7,19,0
1000120040,6,11,5,1,5,23,0
1000120041,2,6,1,4,1,16,0
1000120042,2,22,9,4,9,12,0
1000120043,6,16,7,3,6,25,0
1000120044,6,16,2,6,8,19,0
1000120045,4,15,1,5,9,14,0
1000120046,5,12,2,7,3,1,0
1000120047,2,15,9,4,2,14,0
1000120048,3,17,3,6,8,7,0
1000120049,3,6,1,2,3,4,0
1000120050,2,14,4,3,7,18,0
1000120051,4,12,1,3,8,2,0
1000120052,4,16,9,5,2,22,0
1000120053,6,10,1,1,8,5,0
1000120054,4,19,5,6,8,24,0
1000120055,1,7,2,1,4,22,0
1000120056,2,13,4,6,3,20,0
1000120057,4,14,4,1,9,10,0
1000120058,6,12,4,5,3,1,0
1000120059,6,22,7,9,6,11,0
1000120060,6,16,1,6,9,15,0
1000120061,6,9,5,2,2,20,0
1000120062,4,22,8,5,9,9,0
1000120063,4,22,9,4,9,28,0
1000120064,5,14,7,1,6,29,0
1000120065,6,12,3,4,5,25,0
1000120066,1,15,4,4,7,15,0
1000120067,6,6,2,2,2,27,0
1000120068,4,15,1,5,9,14,0
1000120069,6,13,4,6,3,15,0
1000120070,1,17,5,7,5,15,0
1000120071,3,16,4,7,5,15,0
1000120072,3,9,2,6,1,20,0
1000120073,6,17,9,6,2,14,0
1000120074,3,10,4,2,4,23,0
1000120075,4,10,3,6,1,23,0
1000120076,1,11,4,6,1,12,0
1000120077,5,22,6,7,9,27,0
1000120078,4,13,7,3,3,13,0
1000120079,4,15,5,2,8,9,0
1000120080,3,20,4,9,7,15,0
1000120081,1,17,7,9,1,9,0
1000120082,5,21,6,7,8,24,0
1000120083,5,16,4,6,6,29,0
1000120084,5,13,4,4,5,20,0
1000120085,3,13,7,2,4,10,0
1000120086,5,19,7,8,4,25,0
1000120087,3,5,2,1,2,5,0
1000120088,6,14,5,7,2,19,0
1000120089,5,13,3,4,6,11,0
1000120090,3,4,1,2,1,4,0
1000120091,3,12,3,3,6,25,0
1000120092,5,12,4,5,3,14,0
1000120093,1,10,4,2,4,14,0
1000120094,5,8,2,4,2,2,0
1000120095,2,17,6,7,4,21,0
1000120096,6,15,5,5,5,27,0
1000120097,5,22,9,6,7,28,0
1000120098,5,19,4,9,6,6,0
1000120099,2,13,5,7,1,5,0
1000120100,3,18,7,4,7,9,0
1000120101,2,9,5,3,1,5,0
1000120102,4,6,2,3,1,8,0
1000120103,3,19,4,7,8,13,0
1000120104,6,15,6,8,1,5,0
1000120105,1,16,3,6,7,29,0
1000120106,4,9,5,3,1,24,0
1000120107,3,8,2,2,4,1,0
1000120108,5,16,5,4,7,12,0
1000120109,6,8,2,4,2,3,0
1000120110,5,6,2,3,1,4,0
1000120111,1,15,8,1,6,11,0
1000120112,3,17,7,2,8,4,0
1000120113,2,6,1,1,4,23,0
1000120114,6,13,6,3,4,16,0
1000120115,3,14,2,4,8,21,0
1000120116,4,14,6,3,5,21,0
1000120117,2,14,6,3,5,21,0
1000120118,4,17,5,9,3,13,0
1000120119,1,6,2,3,1,3,0
1000120120,6,17,8,1,8,17,0
1000120121,1,13,7,2,4,15,0
1000120122,6,16,4,9,3,22,0
1000120123,2,21,9,3,9,23,0
1000120124,6,27,9,9,9,27,0
1000120125,5,21,6,7,8,9,0
1000120126,4,14,2,9,3,9,0
1000120127,3,5,2,2,1,17,0
1000120128,6,13,3,4,6,23,0
1000120129,1,18,9,7,2,17,0
1000120130,2,6,1,1,4,18,0
1000120131,3,19,5,6,8,19,0
1000120132,3,21,8,9,4,12,0
1000120133,6,18,7,5,6,15,0
1000120134,4,20,7,6,7,15,0
1000120135,4,11,5,5,1,26,0
1000120136,3,21,4,9,8,8,0
1000120137,1,18,5,4,9,5,0
1000120138,5,12,2,1,9,9,0
1000120139,1,17,6,8,3,20,0
1000120140,6,18,6,7,5,18,0
1000120141,5,13,5,6,2,6,0
1000120142,6,17,6,9,2,16,0
1000120143,4,11,8,1,2,19,0
1000120144,1,15,7,6,2,10,0
1000120145,6,11,3,2,6,7,0
1000120146,3,21,6,7,8,16,0
1000120147,3,9,1,6,2,5,0
1000120148,3,8,3,1,4,19,0
1000120149,1,13,2,4,7,8,0
1000120150,2,14,4,7,3,5,0
1000120151,2,21,4,9,8,1,0
1000120152,4,12,3,1,8,28,0
1000120153,6,11,1,7,3,16,0
1000120154,1,14,3,7,4,11,0
1000120155,2,9,6,2,1,18,0
1000120156,3,18,4,7,7,24,0
1000120157,1,23,7,9,7,4,0
1000120158,1,14,5,4,5,10,0
1000120159,3,11,6,1,4,27,0
1000120160,3,5,2,1,2,24,0
1000120161,3,18,4,7,7,7,0
1000120162,1,15,3,9,3,9,0
1000120163,6,16,8,5,3,16,0
1000120164,4,11,4,4,3,22,0
1000120165,5,22,6,8,8,14,0
1000120166,4,17,4,9,4,15,0
1000120167,4,6,3,1,2,9,0
1000120168,5,15,3,9,3,25,0
1000120169,6,15,5,8,2,16,0
1000120170,6,14,2,9,3,7,0
1000120171,1,10,4,1,5,3,0
1000120172,1,7,5,1,1,21,0
1000120173,5,15,5,3,7,10,0
1000120174,3,9,4,2,3,12,0
1000120175,6,16,8,2,6,24,0
1000120176,4,17,7,7,3,9,0
1000120177,3,23,8,8,7,15,0
1000120178,6,22,7,6,9,21,0
1000120179,1,12,1,7,4,19,0
1000120180,4,19,6,7,6,2,0
1000120181,1,21,7,6,8,12,0
1000120182,5,14,7,6,1,11,0
1000120183,4,13,3,5,5,21,0
1000120184,5,9,2,2,5,20,0
1000120185,2,20,7,6,7,24,0
1000120186,4,19,9,5,5,25,0
1000120187,1,18,8,8,2,22,0
1000120188,4,14,4,6,4,30,0
1000120189,6,13,3,8,2,25,0
1000120190,4,18,2,8,8,17,0
1000120191,2,15,5,4,6,4,0
1000120192,1,15,3,4,8,6,0
1000120193,1,18,4,5,9,27,0
1000120194,2,17,8,3,6,15,0
1000120195,4,22,7,8,7,18,0
1000120196,2,6,3,1,2,16,0
1000120197,3,14,8,2,4,18,0
1000120198,6,12,6,2,4,10,0
1000120199,1,19,3,7,9,15,0
1000120200,1,20,7,8,5,25,0
1000120201,4,9,1,4,4,7,0
1000120202,4,12,9,1,2,10,0
1000120203,1,12,8,2,2,17,0
1000120204,2,11,4,5,2,22,0
1000120205,3,16,6,8,2,22,0
1000120206,4,18,8,9,1,6,0
1000120207,6,14,8,3,3,25,0
1000120208,2,16,6,4,6,14,0
1000120209,2,14,5,4,5,16,0
1000120210,4,20,6,7,7,27,0
1000120211,5,18,9,8,1,18,0
1000120212,4,14,3,8,3,26,0
1000120213,5,14,2,8,4,17,0
1000120214,4,16,6,3,7,19,0
1000120215,1,12,9,1,2,1,0
1000120216,5,19,6,7,6,3,0
1000120217,6,9,1,5,3,19,0
1000120218,3,16,4,5,7,16,0
1000120219,3,19,9,7,3,3,0
1000120220,6,16,6,4,6,9,0
1000120221,4,13,1,8,4,9,0
1000120222,1,13,7,3,3,22,0
1000120223,3,13,3,1,9,8,0
1000120224,5,12,8,1,3,12,0
1000120225,4,12,4,6,2,26,0
1000120226,4,16,4,7,5,4,0
1000120227,1,17,6,6,5,29,0
1000120228,2,13,7,5,1,6,0
1000120229,2,16,7,1,8,9,0
1000120230,5,11,5,5,1,13,0
1000120231,2,10,4,2,4,13,0
1000120232,1,12,4,2,6,8,0
1000120233,4,11,5,5,1,27,0
1000120234,4,21,9,4,8,28,0
1000120235,4,18,2,7,9,19,0
1000120236,4,12,1,3,8,25,0
1000120237,5,13,7,1,5,17,0
1000120238,2,13,2,7,4,24,0
1000120239,6,14,1,9,4,1,0
1000120240,3,20,8,4,8,9,0
1000120241,1,17,8,1,8,6,0
1000120242,5,17,6,7,4,28,0
1000120243,2,12,2,3,7,8,0
1000120244,5,13,4,5,4,24,0
1000120245,4,23,6,8,9,28,0
1000120246,6,11,4,5,2,24,0
1000120247,1,14,4,7,3,2,0
1000120248,6,10,5,1,4,7,0
1000120249,2,13,3,1,9,30,0
1000120250,4,18,7,4,7,21,0
1000120251,2,17,8,8,1,2,0
1000120252,5,16,4,7,5,30,0
1000120253,2,16,3,9,4,28,0
1000120254,1,16,3,5,8,27,0
1000120255,2,11,5,1,5,28,0
1000120256,3,21,9,8,4,20,0
1000120257,5,18,7,9,2,25,0
1000120258,5,12,7,2,3,8,0
1000120259,2,11,9,1,1,26,0
1000120260,4,18,7,4,7,16,0
1000120261,6,10,2,5,3,11,0
1000120262,1,23,9,9,5,7,0
1000120263,1,14,7,1,6,8,0
1000120264,3,19,3,8,8,7,0
1000120265,1,12,6,5,1,19,0
1000120266,5,12,4,4,4,20,0
1000120267,4,13,5,7,1,10,0
1000120268,5,18,8,6,4,27,0
1000120269,3,16,4,3,9,10,0
1000120270,4,16,6,5,5,12,0
1000120271,2,11,1,9,1,28,0
1000120272,2,14,2,3,9,24,0
1000120273,3,13,5,7,1,30,0
1000120274,1,18,2,7,9,3,0
1000120275,2,16,1,9,6,18,0
1000120276,5,24,7,8,9,30,0
1000120277,3,12,1,7,4,29,0
1000120278,3,24,7,8,9,18,0
1000120279,6,16,6,7,3,21,0
1000120280,4,17,3,8,6,7,0
1000120281,5,13,3,1,9,4,0
1000120282,2,21,3,9,9,2,0
1000120283,5,19,9,2,8,24,0
1000120284,4,19,8,7,4,14,0
1000120285,1,15,5,6,4,9,0
1000120286,1,10,5,1,4,25,0
1000120287,5,13,8,1,4,18,0
1000120288,6,11,1,8,2,7,0
1000120289,5,18,6,9,3,4,0
1000120290,1,20,9,2,9,30,0
1000120291,5,8,2,4,2,4,0
1000120292,1,11,4,3,4,5,0
1000120293,4,11,9,1,1,29,0
1000120294,6,17,9,2,6,17,0
1000120295,4,6,4,1,1,13,0
1000120296,1,20,2,9,9,6,0
1000120297,4,26,9,8,9,18,0
1000120298,4,18,2,8,8,6,0
1000120299,6,11,4,1,6,1,0
1000120300,2,16,1,7,8,2,0
1000120301,6,19,8,7,4,1,0
1000120302,4,9,2,1,6,28,0
1000120303,3,17,5,9,3,29,0
1000120304,3,8,4,3,1,17,0
1000120305,4,14,5,4,5,21,0
1000120306,3,6,3,2,1,30,0
1000120307,2,17,5,7,5,17,0
1000120308,2,7,2,3,2,29,0
1000120309,1,15,9,5,1,6,0
1000120310,2,18,8,7,3,17,0
1000120311,5,13,6,2,5,10,0
1000120312,1,20,7,8,5,4,0
1000120313,1,15,3,5,7,5,0
1000120314,2,12,8,1,3,28,0
1000120315,2,19,3,7,9,26,0
1000120316,3,14,8,2,4,12,0
1000120317,3,13,7,2,4,25,0
1000120318,5,12,4,1,7,19,0
1000120319,2,11,2,2,7,3,0
1000120320,3,13,3,2,8,6,0
1000120321,3,17,4,6,7,22,0
1000120322,2,17,4,7,6,1,0
1000120323,6,17,4,6,7,20,0
1000120324,1,22,8,5,9,17,0
1000120325,4,23,8,6,9,30,0
1000120326,1,19,6,8,5,21,0
1000120327,3,16,2,8,6,19,0
1000120328,4,17,2,9,6,19,0
1000120329,2,9,2,5,2,16,0
1000120330,4,19,8,3,8,10,0
1000120331,1,20,7,8,5,26,0
1000120332,5,15,7,1,7,28,0
1000120333,6,15,5,3,7,19,0
1000120334,1,21,8,9,4,21,0
1000120335,3,22,7,8,7,20,0
1000120336,5,15,8,4,3,14,0
1000120337,5,7,4,1,2,1,0
1000120338,5,7,2,1,4,15,0
1000120339,3,10,1,1,8,9,0
1000120340,6,15,9,2,4,4,0
1000120341,5,11,6,4,1,22,0
1000120342,1,17,2,8,7,16,0
1000120343,5,18,2,7,9,20,0
1000120344,4,12,1,2,9,6,0
1000120345,5,13,9,3,1,12,0
1000120346,3,16,2,9,5,8,0
1000120347,5,6,1,4,1,26,0
1000120348,2,14,4,3,7,21,0
1000120349,5,17,4,7,6,16,0
1000120350,4,15,3,3,9,13,0
1000120351,1,20,4,7,9,3,0
1000120352,2,14,9,1,4,20,0
1000120353,3,10,4,3,3,22,0
1000120354,3,17,1,7,9,18,0
1000120355,4,13,1,3,9,3,0
1000120356,2,17,9,4,4,12,0
1000120357,2,9,2,4,3,5,0
1000120358,2,17,5,5,7,15,0
1000120359,1,13,3,8,2,23,0
1000120360,3,10,6,2,2,10,0
1000120361,4,7,2,4,1,17,0
1000120362,2,6,1,1,4,27,0
1000120363,5,11,3,6,2,17,0
1000120364,5,18,6,8,4,17,0
1000120365,6,16,2,7,7,2,0
1000120366,3,11,2,8,1,2,0
1000120367,2,18,1,8,9,6,0
1000120368,1,19,8,6,5,1,0
1000120369,1,16,8,6,2,11,0
1000120370,6,18,4,5,9,8,0
1000120371,5,16,8,6,2,14,0
1000120372,5,14,5,6,3,24,0
1000120373,1,9,2,1,6,10,0
1000120374,2,14,5,4,5,7,0
1000120375,2,15,9,5,1,9,0
1000120376,2,17,7,5,5,24,0
1000120377,3,14,8,1,5,17,0
1000120378,4,10,4,2,4,19,0
1000120379,5,14,3,4,7,29,0
1000120380,3,11,7,2,2,15,0
1000120381,4,14,9,3,2,24,0
1000120382,4,12,5,3,4,21,0
1000120383,5,10,1,7,2,19,0
1000120384,6,19,9,2,8,10,0
1000120385,3,15,7,2,6,17,0
1000120386,3,10,2,3,5,14,0
1000120387,3,17,2,6,9,30,0
1000120388,3,22,5,9,8,21,0
1000120389,4,12,2,3,7,9,0
1000120390,1,12,8,2,2,1,0
1000120391,3,18,9,7,2,19,0
1000120392,1,21,5,9,7,6,0
1000120393,6,14,3,5,6,11,0
1000120394,3,17,7,1,9,4,0
1000120395,1,18,7,7,4,15,0
1000120396,5,13,1,8,4,22,0
1000120397,2,16,5,8,3,7,0
1000120398,6,8,1,6,1,4,0
1000120399,5,9,2,3,4,14,0
1000120400,4,10,1,5,4,16,0
1000120401,1,6,1,4,1,7,0
1000120402,4,15,3,8,4,2,0
1000120403,5,7,2,3,2,1,0
1000120404,5,8,5,2,1,26,0
1000120405,1,26,9,8,9,2,0
1000120406,1,21,4,9,8,2,0
1000120407,2,18,8,2,8,21,0
1000120408,2,17,8,7,2,4,0
1000120409,1,10,3,4,3,10,0
1000120410,4,15,8,4,3,11,0
1000120411,4,13,3,5,5,2,0
1000120412,3,19,3,9,7,10,0
1000120413,6,7,3,3,1,18,0
1000120414,1,13,4,3,6,21,0
1000120415,5,15,6,3,6,23,0
1000120416,4,14,5,2,7,26,0
1000120417,6,12,5,6,1,14,0
1000120418,3,11,5,1,5,21,0
1000120419,4,17,2,9,6,12,0
1000120420,3,10,2,5,3,28,0
1000120421,3,8,3,3,2,17,0
1000120422,4,16,3,7,6,10,0
1000120423,3,13,6,2,5,29,0
1000120424,1,17,9,7,1,28,0
1000120425,2,15,6,5,4,7,0
1000120426,3,16,9,5,2,26,0
1000120427,5,12,3,6,3,16,0
1000120428,3,18,4,7,7,25,0
1000120429,1,8,2,1,5,21,0
1000120430,2,15,7,3,5,2,0
1000120431,1,13,2,9,2,25,0
1000120432,4,23,8,8,7,20,0
1000120433,1,12,2,5,5,26,0
1000120434,2,12,3,5,4,22,0
1000120435,3,10,2,6,2,15,0
1000120436,2,12,4,1,7,24,0
1000120437,1,19,9,9,1,28,0
1000120438,6,8,1,3,4,5,0
1000120439,4,12,3,8,1,25,0
1000120440,1,14,4,2,8,7,0
1000120441,3,7,1,4,2,20,0
1000120442,6,10,1,5,4,12,0
1000120443,1,16,2,8,6,21,0
1000120444,3,12,3,2,7,19,0
1000120445,2,17,7,3,7,6,0
1000120446,5,16,5,8,3,6,0
1000120447,5,19,5,8,6,4,0
1000120448,1,8,2,1,5,8,0
1000120449,3,21,6,6,9,15,0
1000120450,3,16,3,5,8,5,0
1000120451,4,21,9,7,5,10,0
1000120452,5,7,1,2,4,19,0
1000120453,5,12,4,2,6,22,0
1000120454,2,13,4,6,3,2,0
1000120455,3,13,2,7,4,14,0
1000120456,3,11,7,3,1,16,0
1000120457,5,19,5,9,5,24,0
1000120458,1,12,3,2,7,23,0
1000120459,4,12,1,3,8,4,0
1000120460,1,14,6,4,4,30,0
1000120461,2,23,7,7,9,20,0
1000120462,4,4,1,2,1,27,0
1000120463,2,16,4,4,8,9,0
1000120464,6,13,7,2,4,29,0
1000120465,2,23,7,7,9,14,0
1000120466,4,16,6,2,8,28,0
1000120467,4,16,8,6,2,12,0
1000120468,6,14,8,2,4,10,0
1000120469,5,14,5,7,2,24,0
1000120470,6,21,8,4,9,19,0
1000120471,2,13,3,4,6,23,0
1000120472,5,18,6,8,4,1,0
1000120473,3,14,5,7,2,1,0
1000120474,2,14,4,7,3,5,0
1000120475,4,19,8,7,4,6,0
1000120476,3,21,7,6,8,17,0
1000120477,2,21,9,4,8,21,0
1000120478,3,15,1,6,8,13,0
1000120479,1,20,6,6,8,28,0
1000120480,5,14,6,1,7,15,0
1000120481,5,15,8,4,3,19,0
1000120482,3,11,1,6,4,28,0
1000120483,3,21,7,8,6,19,0
1000120484,5,21,7,6,8,21,0
1000120485,2,15,6,3,6,25,0
1000120486,6,9,1,2,6,30,0
1000120487,6,14,7,5,2,4,0
1000120488,3,6,4,1,1,22,0
1000120489,3,13,2,9,2,14,0
1000120490,1,15,6,1,8,14,0
1000120491,6,15,8,4,3,16,0
1000120492,2,17,9,5,3,15,0
1000120493,5,15,2,5,8,6,0
1000120494,1,20,7,5,8,1,0
1000120495,2,12,3,6,3,17,0
1000120496,5,9,6,1,2,24,0
1000120497,3,21,6,6,9,9,0
1000120498,2,8,1,4,3,7,0
1000120499,1,19,8,9,2,6,0
1000120500,3,13,9,3,1,6,0
1000120501,3,17,8,4,5,7,0
1000120502,1,11,5,1,5,14,0
1000120503,1,15,7,3,5,9,0
1000120504,4,15,9,2,4,23,0
1000120505,2,25,8,8,9,7,0
1000120506,5,20,6,9,5,30,0
1000120507,1,21,7,8,6,12,0
1000120508,3,18,9,1,8,15,0
1000120509,5,24,7,9,8,24,0
1000120510,3,18,9,3,6,23,0
1000120511,5,11,7,3,1,16,0
1000120512,6,11,5,5,1,20,0
1000120513,2,14,1,8,5,16,0
1000120514,4,6,2,1,3,25,0
1000120515,4,14,1,5,8,19,0
1000120516,1,11,4,1,6,13,0
1000120517,1,9,1,2,6,7,0
1000120518,5,20,6,9,5,12,0
1000120519,3,16,1,8,7,10,0
1000120520,1,16,5,2,9,16,0
1000120521,2,18,7,9,2,1,0
1000120522,1,23,8,7,8,21,0
1000120523,6,9,3,5,1,22,0
1000120524,5,15,7,5,3,23,0
1000120525,6,17,5,9,3,24,0
1000120526,2,17,8,7,2,22,0
1000120527,2,20,6,6,8,2,0
1000120528,5,9,3,1,5,22,0
1000120529,3,13,2,4,7,5,0
1000120530,2,18,9,8,1,18,0
1000120531,5,18,6,7,5,28,0
1000120532,5,16,5,7,4,28,0
1000120533,2,22,8,7,7,6,0
1000120534,3,18,7,9,2,14,0
1000120535,6,17,8,2,7,18,0
1000120536,6,11,3,4,4,24,0
1000120537,1,12,5,5,2,13,0
1000120538,2,21,4,9,8,23,0
1000120539,1,16,7,2,7,2,0
1000120540,4,25,9,9,7,30,0
1000120541,6,15,9,3,3,25,0
1000120542,2,13,8,2,3,16,0
1000120543,6,3,1,1,1,12,0
1000120544,5,16,5,5,6,17,0
1000120545,5,10,6,3,1,5,0
1000120546,1,12,5,4,3,25,0
1000120547,4,16,2,8,6,17,0
1000120548,1,24,9,9,6,14,0
1000120549,6,8,3,4,1,3,0
1000120550,1,8,2,3,3,14,0
1000120551,3,12,2,6,4,5,0
1000120552,3,13,9,2,2,25,0
1000120553,4,16,6,2,8,12,0
1000120554,4,19,5,9,5,8,0
1000120555,3,24,9,8,7,24,0
1000120556,6,21,8,7,6,11,0
1000120557,1,10,4,1,5,26,0
1000120558,6,15,3,6,6,22,0
1000120559,2,6,3,2,1,1,0
1000120560,4,6,3,2,1,3,0
1000120561,2,14,1,8,5,22,0
1000120562,6,14,4,8,2,25,0
1000120563,3,12,1,5,6,9,0
1000120564,6,18,1,9,8,26,0
1000120565,3,11,3,6,2,16,0
1000120566,3,14,2,6,6,12,0
1000120567,2,13,8,4,1,23,0
1000120568,1,13,7,4,2,18,0
1000120569,3,14,2,7,5,24,0
1000120570,6,14,8,3,3,14,0
1000120571,3,23,8,9,6,23,0
1000120572,5,7,1,1,5,10,0
1000120573,5,10,3,5,2,12,0
1000120574,6,17,7,7,3,15,0
1000120575,2,24,8,7,9,26,0
1000120576,1,14,2,8,4,10,0
1000120577,2,9,2,2,5,3,0
1000120578,2,13,5,1,7,29,0
1000120579,3,18,7,9,2,16,0
1000120580,2,7,1,3,3,6,0
1000120581,6,17,7,3,7,18,0
1000120582,1,17,7,9,1,15,0
1000120583,4,15,2,8,5,8,0
1000120584,3,17,2,6,9,2,0
1000120585,3,13,4,2,7,13,0
1000120586,4,7,3,3,1,18,0
1000120587,4,13,3,3,7,14,0
1000120588,4,25,8,8,9,16,0
1000120589,1,13,3,3,7,29,0
1000120590,2,20,5,6,9,6,0
1000120591,4,18,9,2,7,15,0
1000120592,4,23,8,7,8,2,0
1000120593,3,23,9,9,5,3,0
1000120594,4,10,4,3,3,2,0
1000120595,4,15,4,3,8,6,0
1000120596,3,23,9,7,7,14,0
1000120597,3,19,5,6,8,19,0
1000120598,2,17,7,2,8,7,0
1000120599,2,14,4,2,8,8,0
1000120600,2,8,1,6,1,12,0
1000120601,6,24,8,7,9,26,0
1000120602,3,16,8,7,1,16,0
1000120603,3,11,2,8,1,2,0
1000120604,5,5,1,3,1,21,0
1000120605,6,7,3,1,3,27,0
1000120606,4,18,6,7,5,2,0
1000120607,6,12,8,3,1,29,0
1000120608,4,13,3,3,7,12,0
1000120609,2,16,6,1,9,20,0
1000120610,5,21,9,6,6,18,0
1000120611,4,16,3,9,4,29,0
1000120612,2,7,3,1,3,14,0
1000120613,4,12,3,6,3,16,0
1000120614,2,15,3,7,5,18,0
1000120615,5,19,7,3,9,28,0
1000120616,6,9,2,1,6,18,0
1000120617,4,19,9,5,5,22,0
1000120618,6,12,8,3,1,1,0
1000120619,4,14,7,1,6,22,0
1000120620,1,10,4,5,1,11,0
1000120621,1,10,3,2,5,27,0
1000120622,1,15,2,8,5,3,0
1000120623,1,14,7,6,1,22,0
1000120624,2,8,2,3,3,11,0
1000120625,4,13,9,2,2,2,0
1000120626,5,20,8,5,7,10,0
1000120627,5,27,9,9,9,7,0
1000120628,6,18,4,5,9,1,0
1000120629,5,19,7,9,3,14,0
1000120630,5,9,6,2,1,1,0
1000120631,1,12,3,7,2,23,0
1000120632,5,9,4,2,3,6,0
1000120633,4,18,5,5,8,29,0
1000120634,2,11,2,5,4,28,0
1000120635,3,6,1,1,4,9,0
1000120636,6,11,2,8,1,1,0
1000120637,4,11,4,4,3,14,0
1000120638,1,12,2,8,2,11,0
1000120639,5,8,1,4,3,13,0
1000120640,1,17,1,8,8,6,0
1000120641,3,19,8,8,3,29,0
1000120642,3,21,4,8,9,7,0
1000120643,6,7,3,1,3,17,0
1000120644,4,9,3,3,3,27,0
1000120645,5,14,6,7,1,9,0
1000120646,2,14,2,4,8,9,0
1000120647,1,13,1,4,8,25,0
1000120648,6,18,6,5,7,10,0
1000120649,5,24,9,8,7,7,0
1000120650,2,21,8,7,6,14,0
1000120651,1,16,7,6,3,18,0
1000120652,4,20,8,9,3,7,0
1000120653,1,16,9,3,4,24,0
1000120654,6,16,6,3,7,9,0
1000120655,2,22,9,9,4,5,0
1000120656,2,17,8,8,1,1,0
1000120657,3,18,4,8,6,12,0
1000120658,3,15,3,8,4,27,0
